"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"m9gt","Kjjong-9 Korean Cuisine (Khoo Teck Puat Hospital)","",5.0,972,"singapore","90 Yishun Central, #01-12, Khoo Teck Phuat Hospital, Foodfare, S768828,"
"nuje","Vellelas by Nic (Choa Chu Kang) - Home-Based Vendor","Asian",5.0,12,"singapore","Teck Whye Ln 102 #09-426, 680102 Choa Chu Kang, North, Singapore, Singapore,"
"vrn3","Yummy Fried Rice (Bukit Batok)","Chinese",4.9,373,"singapore","155 Bukit Batok Street 11, #01-322, Singapore 650155,"
"vxz8","Maru Japanese Korean Cuisine (Sumang Lane)","Singaporean",4.2,36,"singapore","231 Sumang Lane #01-01,  Kopitiam, Stall R04,"
"npj7","Tsui Wah (Jem)","Asian",5.0,10,"singapore","JEM, 50 Jurong Gateway Road, #01-38 SG608549,"
"rs29","Nourishing Soup (Food Junction @ Westgate)","",0.0,0,"singapore","3 Gateway Dr, B1-29 Westgate, Singapore 608532,"
"u6qy","Xin Wei Mala Hotpot 新味麻辣香锅 (Chai Chee Avenue)","Asian",0.0,0,"singapore","29B CHAI CHEE AVENUE #01-60 SINGAPORE 462029 (MR2),"
"y0mh","Rumah Sayang (Jem)","Malaysian",4.9,798,"singapore","Jem, 50, Unit no. B1-41/42, Jurong Gateway Road,"
"vzi6","Wah Shao Durian 華少榴莲 (Senja Hawker Centre)","",0.0,0,"singapore","2 Senja Close (Senja Hawker Centre) 677632,"
"uoei","Fame By Dads Corner (Ite College West)","Asian",5.0,36,"singapore","ITE Choa Chu Kang West, 1 Choa Chu Kang Grove Blk 2 #02-02 SG688236, S 688236,"
"u7oj","FLIPPER’S (Westgate)","Dessert",4.9,7,"singapore","3 Gateway Dr, #01-42, Singapore 608532,"
"rze6","85 Roasted Meat (Chai Chee Avenue)","Chinese",4.8,6,"singapore","29B Chai Chee Avenue, #01-60, Singapore 462029, S 462029,"
"plx5","Bebek Goreng Pak Ndut (Westgate) - Islandwide","Indonesian",5.0,366,"singapore","3 GATEWAY DR #B1-11 WESTGATE,"
"x1bb","Go-Ang Pratunam Chicken Rice (JEM)","Chicken Rice",5.0,567,"singapore","50 Jurong Gateway Road #B1-08 JEM,"
"odj8","Nurain's Malay Food (Bedok)","Malaysian",4.9,316,"singapore","Nurain’s Malay Food, Bedok North Street 3 539 bedok north street 3, 460539 Bedok, East, Singapore, Singapore,"
"s0fm","Kushiya (Westgate)","Rice Dishes",4.8,1069,"singapore","3 Gateway Drive, #B2-K4 Westgate Mall,"
"x6km","Johnson Duck (628 Senja)","Chinese",4.7,238,"singapore","Blk 628 Senja Road #01-07,"
"ig7a","Playtpus East (East Coast Road)","Mexican",0.0,0,"singapore","E Coast Rd 693, 459058 Upper East Coast, East, Singapore, Singapore,"
"l2ov","150 Green Vegetarian (Bukit Batok Street 11)","Noodles",4.9,733,"singapore","Blk 150 Bukit Batok Street 11. #01-224,"
"gad8","Siong BBQ Seafood (Compassvale)","Asian",4.9,506,"singapore","289c compassvale crescent,"
"th8m","PUTIEN MAMA (JEM)","Chinese",4.4,14,"singapore","50 Jurong Gateway Rd, Inside Kopitiam, #05 - 01, Singapore 608549,"
"w8aw","Shaburi Kintan Buffet & Restaurant (JEM)","Japanese",4.9,208,"singapore","03-11/12, 50 Jurong Gateway Road, Jem, Jurong East, Lower Central,"
"zbcx","Tipsy Bunny (JEM)","Pizza",0.0,0,"singapore","50 Jurong Gateway Road, #01-05 Jem, SG 608549,"
"km4l","Aiman Cafe Seafood (Jurong East Street 21) - Islandwide","Asian",5.0,50,"singapore","Blk 235 Jurong East Street 21#01-320,"
"wtq9","PizzaMania (JEM)","Pizza",5.0,129,"singapore","50 Jurong Gateway #04-26 JEM,"
"ihs9","Food Junction - Westgate (Mix & Match)","Rice Dishes",4.9,756,"singapore","3 Gateway Dr, #B1-28/29 Westgate, Singapore 608532,"
"bqu5","Feng Wei Seafood (Bedok North St 3)","Seafood",0.0,0,"singapore","Blk 539 Bedok North St 3 #01-619, Singapore, 460539,"
"w4um","Anandham Chettinad Restaurant (Bukit Batok)","Indian",4.9,3205,"singapore","152 Bukit Batok Street 11, #01-264,S,"
"s6dr","Chutney Mary (East Coast Road)","Indian",4.9,2368,"singapore","719, East Coast Road,"
"x7xk","Big World 3 Fry (Bukit Batok Street 33)","Chinese",4.9,705,"singapore","324 Bukit Batok Street 33, Block 324, Singapore 650324,"
"ejdf","123 Fresh Juice (Bedok North Street 3)","Beverages",4.8,31,"singapore","538 BEDOK NORTH ST 3 #01-123 SG460538,"
"mc5y","Wu Ming Hainanese Chicken Rice (JEM)","Chicken Rice",4.9,864,"singapore","50 jurong gateway road＃05-01 jem stall11,"
"xlr2","品汤居 Soup Lodge (Jem)","Asian",0.0,0,"singapore","JEM #05-01, 501 JURONG GATEWAY ROAD SG608549,"
"a2aq","Teppan Kaki (Food Junction Westgate)","Asian",5.0,14,"singapore","Westgate, 3 Gateway Dr, B1-29 Westgate, Singapore 608532,"
"x1ky","The Story Of JOB Granny's Pancake (Teban Gardens)","Dessert",5.0,240,"singapore","Blk37A #01-11 Teban Gardens Road Teban Gardens Hawker Centre , Singapore S601037,"
"we3i","Chicken Pot King (JEM)","Chinese",4.6,44,"singapore","50 Jurong Gateway Road #05-01, Jem, Singapore, 608549,"
"f3es","Manila Drive (Yishun)","Filipino",4.9,42,"singapore","2 Yishun Central 2, 02-01 Yishun Community Hospital Tower D Singapore 768024,"
"pzbz","Yong Xing Noodles House (Choa Chu Kang)","Noodles",4.6,65,"singapore","16 Teck Whye Lane, #01-101, 680016,"
"q2bc","Badaling Coffeeshop (155 Bukit Batok)","Beverages",5.0,28,"singapore","155 Bukit Batok Street 11 01-324,"
"v1re","Malthouse (East Coast)","Pizza",4.8,340,"singapore","685 East Coast Rd, Katong, East Coast,"
"cpp9","Fei Zai Bak Kut Teh (Teck Whye)","Singaporean",4.8,81,"singapore","16 TECK WHYE LANE, #01-101,"
"gtro","Onigirazu don (Bukit Panjang)","Rice Dishes",4.9,549,"singapore","2 Senja Close, Senja Hawker Centre, #02-04 (S) 677632,"
"syxn","Rasa Rasa Food Fiesta Restaurant LLP (Teck Whye) - Islandwide","Malaysian",5.0,90,"singapore","160A JALAN TECK WHYE #01-01,"
"ibxy","Yuan Ming Yuan (Yishun)","Chinese",4.8,16,"singapore","Food Canopy - Yishun Community Hospital, Yishun Central 2 2, 768024 Yishun, North, Singapore, Singapore,"
"ju1b","Fook Kong Soya Bean Drink (Bedok 538 Market And Food Centre)","Beverages",5.0,54,"singapore","538 BEDOK NORTH STREET 3 #01-109,"
"n4wm","NASI HALBA KUKUS™ (Chai Chee Road)","Malaysian",0.0,0,"singapore","Blk 26A Chai Chee Road, #01-405, Stall 5 Singapore, Singapore 461026, S 461026,"
"vifz","Born Hokkien Prawn Mee 文文福建炒虾面 (Bukit Batok Street 33)","Asian",4.4,11,"singapore","Born hokkien prawn mee, Bukit Batok Street 33 324, 650324 Bukit Batok, West, Singapore, Singapore,"
"ps2s","Renee Western Cuisine (Jurong Gateway)","Western",4.9,137,"singapore","50 Jurong Gateway #05-01. Kopitiam MR1,"
"txjk","石年猪脚饭 Shi Nian Pig Leg Rice (Kopitiam Food Hall - Jem)","Chinese",4.9,47,"singapore","#05-01, jem shopping mall, 608549, juromg east singapore,"
"x9rq","Naziha West Coast (Bukit Batok Street 33)","Malaysian",5.0,755,"singapore","Unit number 01-31, 650324,"
"b7pl","Nasty Cookie (Westgate)","Dessert",5.0,167,"singapore","3 Westgate Drive #01-09,"
"v7lu","539 Bedok Nasi Lemak (Bedok North)","Western",4.9,982,"singapore","539 Bedok North St 3 01-619 460539,"
"x9rz","NUNSARAM (Jurong East)","Korean",5.0,652,"singapore","Unit no 04-37 3 GATEWAY DRIVE WESTGATE SINGAPORE 608532, 04-37/K4"
"pk83","Soon lee heng (Yishun Avenue 11)","Asian",4.9,28,"singapore","760418, 760418 Yishun, North, Singapore, Singapore,"
"m1wg","Heng Heng BBQ Chicken Wings & Satay (51 YISHUN Ave 11)","Chicken",4.9,498,"singapore","51 YISHUN Ave 11 #01-24 (768867),"
"p8e1","WOW WOW WOK (Yishun North)","",0.0,0,"singapore","760925, 760925 Yishun, North, Singapore, Singapore,"
"p5nc","Star Grill Western (Jurong Gateway Road)","Western",0.0,0,"singapore","132 Jurong Gateway Road #01-271, S 600132,"
"lk2q","Huat Heng Desserts (Yishun Avenue 11) - Islandwide","Dessert",4.8,111,"singapore","Blk 418 Yishun Ave 11 #01-427 S760418,"
"v3hf","(pandago) Al-Kasim Muslim Food (Teck Whye)","Indian",4.7,648,"singapore","1-245, 143 Teck Whye Lane,"
"gj6t","THE NOODLE GUYS (AIMAN CAFE)","Chicken",5.0,786,"singapore","235 Jurong East Street 21, Singapore 600235, S 600235,"
"slho","Pung Pung Kitchen (Bukit Batok West Avenue 8)","Asian",0.0,0,"singapore","177 Bukit Batok West Avenue 8 #01-247 (Get Together Coffee Shop), Singapore 650177,"
"xrek","Soi 11 Thai Bistro Bar  (924 E Coast Road)","Thai",4.4,6,"singapore","924 E Coast Rd, E Coast Rd 924, 459115 Upper East Coast, East, Singapore, Singapore,"
"rja5","Little Thai Wok (Bukit Batok West Avenue 4)","Thai",4.9,171,"singapore","411 Bt Batok West Ave 4, Lift B, #06-198, Singapore 650411,"
"c546","H&Z Food - Muslim Owned (Bukit Batok)","",0.0,0,"singapore","Bukit Batok West Ave 6 451, 650451 Bukit Batok, West, Singapore, Singapore,"
"iw40","A Taste of Korea (Yishun Ave)","Korean",4.9,83,"singapore","Yishun Park Hawker Centre, 51 Yishun Ave 11, #01-22, 768867,"
"s3yb","Eatzi Gourmet Steakhouse & Bistro (Yishun)","Western",4.8,1002,"singapore","60 Yishun Ave 4, #01-V2, Safra Yishun Country Club,"
"r0eo","Kam Par Claypot Food (143 Teck Whye Lane)","Chicken Rice",4.8,860,"singapore","Blk 143 Teck Whye Lane,"
"ttg0","Crispy Prata Place (Jurong East)","Asian",0.0,0,"singapore","Blk 262, 600262 Jurong East, West, Singapore, Singapore,"
"ynjr","Xin Bristro Cafe And Restaurant (Bukit Batok)","Asian",0.0,0,"singapore","Bukit Batok West Ave 7 2, 659003 Bukit Batok, West, Singapore, Singapore,"
"q1rc","Kangli Wanton Mee (132 Jurong Gateway Road)","Noodles",4.7,136,"singapore","132 Jurong Gateway RD #01-271,"
"qgdk","Toko Ngopi (Yishun 925)","Beverages",4.9,70,"singapore","925 Yishun Central 1, #01-211,"
"z3d4","Dim Sum Corner (Sengkang East Drive)","Malaysian",0.0,0,"singapore","170A Sengkang East Drive #01-10, S 541170,"
"oz5q","HALINA'S KITCHEN (Yishun Ring Road)","",4.9,16,"singapore","Block 353, 03-1750 Yishun Ring Rd 353, 760353 Yishun, North, Singapore, Singapore,"
"qzyq","Lai Lai Fishball Noodle (C&T Cafe Pte Ltd)","Noodles",5.0,64,"singapore","Blk 539 Bedok North St 3 #01-619 460539,"
"zk7k","Masalaa Bar (East Coast Road) - Islandwide","Indian",4.4,6,"singapore","723 East Coast Rd, S 459071,"
"cw54","Crispy Wings Western Delights (Yishun Ring Road)","Western",4.9,30,"singapore","414 YISHUN RING ROAD #01-1871,"
"lyff","Sangwoo Street (Yishun)","Korean",5.0,261,"singapore","Kedai Kopi, 925 Yishun Central 1 #01-211 SG760925,"
"fogt","5-Star HK Style Handmade Dim Sum (Food Junction - Rivervale Mall)","Chinese",4.9,161,"singapore","11 Rivervale Crescent, #01-01/02/03, Rivervale Mall, Singapore 545082 (food junction rivervale mall),"
"bjib","Antoheetos (Rivervale Mall)","Mexican",4.9,242,"singapore","11 Rivervale Crescent, #01-17/18 Rivervale Mall, Singapore, 545082,"
"vbvo","Chong Pang Hainanese Chicken Rice (Chai Chee Avenue)","Singaporean",0.0,0,"singapore","Blk 36 Chai Chee Ave #01-151 Singapore 461036,"
"x9gk","90's Chef Western (635C Senja Road)","Chicken",4.9,1629,"singapore","635C SENJA ROAD #01-01,"
"v7im","Coffee Hive (Rivervale Mall)","Singaporean",5.0,4326,"singapore","01-19/20, 11 Rivervale Crescent, Rivervale Mall, Sengkang, Punggol,"
"x3m5","Al Kasim (Teck Whye Lane)","",0.0,0,"singapore","143 Teck Whye Lane, #01-245, Singapore 680143,"
"fv3g","Manna Kebab (Choa Chu Kang Grove)","Singaporean",4.8,78,"singapore","1 Choa Chu Kang Grove, #03-05, Stall 02,"
"oir9","Hong Man Tian Mala Hot Pot红满天麻辣香锅 (Bukit Batok West Avenue 6)","",4.8,96,"singapore","Blk 451 Bukit Batok West Ave 6 #01-11 West Terra,"
"v0sy","218 Centre Hokkien Mee (Sumang Walk)","Chinese",4.8,4535,"singapore","218 Sumang Walk, Sengkang, Punggol,"
"zbl3","Roasty Toastery - Roasted Delight (Yishun)","",0.0,0,"singapore","418 Yishun Avenue 11 #01-385 S760418, S 760418,"
"gyz1","Jiao Cai BBQ & Seafood (Yishun Park Hawker Centre)","Seafood",4.9,212,"singapore","51 Yishun Avenue 11 #01-39 Yishun Park Hawker Centre, S 768867,"
"czx8","L32 Handmade Noodles (Sengkang East Drive)","Noodles",5.0,9,"singapore","170A Sengkang East Drive #01-09 S541170, S 541170,"
"x6c3","Chef Kin HK Wanton Noodle (Bukit Batok West)","Asian",4.9,316,"singapore","177 Bukit Batok West Ave. 8, Singapore 650177,"
"qhqh","Nasi Kari (Bukit Batok West Avenue 4)","Fried Chicken",4.9,77,"singapore","Blk 413, Bukit Batok West Avenue 4, #01-220, Singapore,"
"ra81","Libertea (Yishun Bus Interchange)","Bubble Tea",4.8,114,"singapore","01-21 920 Yishun Ave 2 , Yishun Bus Interchage(beside Nee Soon Central CC), SG769100,"
"uvho","HaveFun X Stick&Stones (Yishun)","Malaysian",4.7,14,"singapore","Safra Yishun, 60 Yishun Ave 4, #01-04/05/06, Singapore 769027,"
"pt1a","Ding Xin Japanese & Korean Cuisine (Bedok North Street 3)","Chinese",4.9,42,"singapore","531 bedok north st 3, #01-680,"
"xe4c","Ciao Bella (Rivervale Mall)","Pasta",4.2,65,"singapore","11 Rivervale Cres, Singapore 545082 Level 1 Unit 17/18,"
"tb1u","Indian food cuisine (17A Jurong Gateway)","Indian",4.8,37,"singapore","17A JURONG GATEWAY ROAD( Inside Bus Interchange) #01-07,#01-08 SINGAPORE 608513,"
"bsrg","Phawo Thai Food (Yishun Park Hawker Centre)","Thai",4.9,121,"singapore","51 Yishun Ave 11 #01-31 Yishun Park Hawker Centre SG768867,"
"vhal","The Banana Leaf Apolo (Rivervale) - Restaurant Delivery","Indian",4.9,176,"singapore","11 Rivervale Crescent	#02-10 , Rivervale Mall,"
"bjpm","FBB Nasi Ayam (Sengkang East Drive)","Chicken",4.8,17,"singapore","170A Sengkang East Drive #01-10 Singapore,"
"msrd","Lemon Story (Bukit Batok)","Beverages",0.0,0,"singapore","451 Bukit Batok West Ave 6, S 650451,"
"yn2p","Hiraya's Bistro Siglap (East Coast Road)","Filipino",0.0,0,"singapore","899 E Coast Rd, Singapore 459102, S 459102,"
"k2xk","Ronda Grill (Khoo Teck Puat Hospital)","Pasta",5.0,475,"singapore","90 Yishun Central #01-12 Khoo Teck Puat Hospital Singapore 768828,"
"tqj4","Jian Kang Chicken Rice (761 Yishun)","",3.5,11,"singapore","761 Yishun St 72 760761,"
"hqlf","Anatta Restaurant (Bedok)","Asian",0.0,0,"singapore","E Coast Rd 914, 459108 Bedok, East, Singapore, Singapore,"
"k3yx","J’s Smashed Burgers by Hiraya’s (East Coast Road)","Burgers",0.0,0,"singapore","899, East Coast Road, 459102, S 459102,"
"w2cv","Da San Yuan  - Yishun Park Hawker Centre (51 Yishun Ave 11)","Noodles",5.0,857,"singapore","51 yishun ave 11 #01-15,"
"ojzm","Smashed.SG® (Yishun Street 71)","Asian",5.0,389,"singapore","717 YISHUN STREET 71 #01-335 KHATIB SPRING 760717,"
"rtdq","EN Seeds / Bowl of Gratitude (Siglap Centre)","Healthy",5.0,30,"singapore","55 Siglap Road, Siglap Center, #01-12 Singapore 455871,"
"w3eu","SHU Vegetarian 蔬方斋 (Bukit Batok West Avenue 8)","Vegetarian",5.0,1251,"singapore","166 Bukit Batok West Ave 8, #01-254,"
"r5ye","Chicken Rice (Khoo Teck Puat Hospital)","Chicken Rice",5.0,694,"singapore","90 Yishun Central, #01-12,  Khoo Teck Puat Hospital, Stall 7,"
"x4lx","Black&White Rojak (143 Teck Whye Lane)","Singaporean",5.0,1775,"singapore","Blk 143 Teck whye lane,Choa chu Kang,"
"p2tc","ALB - Assorted Lunch Box (Yishun)","",0.0,0,"singapore","418 Yishun Avenue 11 #01-385 S760418, S 760418,"
"favd","Wayang (Rivervale Mall)","Indonesian",5.0,527,"singapore","11 Rivervale Cres, 11, North, Sengkang, #01-08, Rivervale Mall,"
"xp4n","Jing Chicken Rice (Food Junction @ Rivervale Mall)","Chinese",4.5,10,"singapore","11 Rivervale Crescent #01-01/02/03, Rivervale Mall (Food Junction), Singapore 545082,"
"pr8n","92 Nasi Lemak (539 Bedok North) - Islandwide","Nasi Lemak",0.0,0,"singapore","539 BEDOK NORTH STREET 3 #01-619 SINGAPORE 460539,"
"x0xo","Foodelicia (451 Bukit Batok West Ave 6)","Chicken",4.9,913,"singapore","Blk 451 Bukit Batok West Ave 6 #01-11 West Terra,"
"pwcd","InstaShake (Sengkang East Drive)","Beverages",4.9,57,"singapore","170A Sengkang East Drive, #01-02,"
"z9ks","Saajidha's Delights Indian Muslim Food (Bukit Batok)","Indian",5.0,15,"singapore","467 Bukit Batok West Ave 9 #01-10 SG650467,"
"zi8o","Japanese Korean Cuisine (Yishun Ring Road)","Japanese",4.1,9,"singapore","760414, 760414 Yishun, North, Singapore, Singapore,"
"w7xw","My Thai Pot (635C Senja Road)","Thai",4.9,889,"singapore","Blk 635C Senja Road, #01-03,"
"tbvd","HJH MAIMUNAH MINI (YISHUN)","Rice Dishes",5.0,2968,"singapore","BLK 925 YISHUN CENTRAL 1 #01-211,"
"f4la","Craftsmen Specialty Coffee (Siglap)","Coffee",4.9,441,"singapore","2 First Street, Siglap V, #01-01,"
"ls5j","Arabian Kings (Kim San Leng Food Centre Yishun)","Indian",4.9,255,"singapore","417 Yishun Avenue 11, 01-351,"
"f26k","Churros Factory X The Bread Gang (Jurong East)","American",4.9,46,"singapore","235 Jurong East Street 21 #01-320 SG600235, S 600235,"
"jqhf","D'Rubinah @ Yishun CTL (Yishun)","Indian",4.9,384,"singapore","760935, 760935 Yishun ,01-45, North, Singapore, Singapore,"
"v3jo","Lai Heng Prawn Noodle 来興蝦麵 (143 Teck Whye Lane)","Noodles",4.9,1878,"singapore","01-245, Blk 143 Teck Whye Lane, Choa Chu Kang, Kranji,"
"x9hh","Wang Caifan (Bukit Batok)","Singaporean",5.0,367,"singapore","451 Bukit Batok West Ave 6 # 01-11,"
"rb9l","Coffee Resturant (144 Teck Whye Lane)","Chinese",4.8,13,"singapore","144 Teck Whye Lane #01-223
Singapore 680144,"
"v8lt","Tenderfresh Classic (Yishun Central)","Western",5.0,7674,"singapore","925 Yishun Central 1, #01-211, Singapore 760925,"
"xod1","644 Hougang Teochew Fishball Noodle (Yishun)","Singaporean",4.8,449,"singapore","414 Yishun Ring #01-1871,"
"q17l","House of Pepper Rice (Yishun)","Asian",5.0,371,"singapore","925 YISHUN CENTRAL 1, #01-211 760925,"
"y0ow","Roaster Delight  - Yishun Park Hawker Centre (51 Yishun Ave 11)","Noodles",4.3,152,"singapore","51 Yishun Avenue 11, #01-16, Yishun park hawker Center , 768867,"
"fqi8","Al Barakath Restaurant & Catering PTE LTD (Teban Gardens Road)","Indian",5.0,97,"singapore","Block 39 HDB Teban Gardens, Teban Gardens Rd 39 UNIT N0: 01-332, 600039 Jurong East, West, Singapore, Singapore,"
"hve6","Aa Roasted Delights (Bukit Batok West Avenue 6)","Chicken",5.0,6,"singapore","451 Bukit Batok West Ave 6, S 650451,"
"a5py","THE NEIGHBOURWOK (177 BUKIT BATOK WEST AVENUE 8)","Noodles",5.0,802,"singapore","177 Bukit Batok West Avenue 8, Get Together Coffeeshop, 欢聚一堂 Unit No: 650177,"
"t4o5","Shami Banana Leaf (Sembawang)","Indian",5.0,283,"singapore","349 Sembawang Road Singapore 758356,"
"x418","Habib & Nazeer Indian Muslim Food (Matilda Portico)","Indian",4.9,841,"singapore","BLK 218, SUMANG WALK, S 820218,"
"o688","JX YONG TAU FOO (俊曦酿豆腐）(Jurong Gateway Rd)","",4.9,85,"singapore","132 Jurong Gateway Road #01-271 (stall 10),"
"ot0l","Shu Liu Xiang Jing Dian 蜀留香经典 (Yishun Town Square)","Chinese",4.8,12,"singapore","3 northpoint drive #01-02, S 768020,"
"pn1u","王府点心WANG FU DIM SUM (RIVERVALE MALL)","",5.0,289,"singapore","王府点心 Wangfu Dimsum (Rivervale Mall), Rivervale Cres 11, 545082 Sengkang, North, Singapore, Singapore,"
"v8gf","Zhen Pin Hong Mala Hot Pot真品红麻辣香锅 (Yishun Park Hawker Centre)","Chinese",4.9,931,"singapore","01-38, 51 Yishun Ave 11, Yishun Park Hawker Centre, Yishun, Sembawang,"
"ag9g","Woot Croffle (177 Bukit Batok West)","",4.7,13,"singapore","Blk 177 Bukit Batok West Ave 8, #01-247 (S) 650177,"
"of5l","Xiao Long Bao. Noodle House (Bukit Batok)","Chinese",4.9,9,"singapore","451 Bukit Batok West Ave 6 #01-11, S 650451,"
"v6ks","Smokin' Joe (Yishun Park Hawker Centre)","Western",5.0,355,"singapore","51 Yishun Avenue 11, Yishun Park Hawker Centre, Yishun, Sembawang,"
"lcif","Zam Hatim yishun (Yishun Street 71)","Indian",0.0,0,"singapore","Yishun Street 71 717, 760717 Yishun, North, Singapore, Singapore,"
"ul03","Zhu YeYe Kwaychap . Bak Kut Teh (Bukit Panjang)","",3.5,19,"singapore","Senja Rd 635C, 673635 Bukit Panjang, West, Singapore, Singapore,"
"uwng","Khon Thailand Food (Bukit Batok West Avenue 6)","Thai",5.0,24,"singapore","451 Bukit Batok West Ave 6 #01-11, Singapore 650451,"
"k8a2","Muallaf Kitchen (5 Teck Whye Avenue)","Asian",4.9,41,"singapore","Blk 5 Teck Whye Avenue , 09-138,"
"x2dk","T.K Kitchen (Teban Gardens Road)","Chinese",4.9,167,"singapore","37 Teban Gardens Rd, #01-302,"
"s5yz","Geylang 29 Fried Hokkien Mee (East Coast)","",4.8,2702,"singapore","936 E Coast Rd 459129,"
"x1si","Ah Tan Wings (Yishun Park Hawker Centre)","Singaporean",4.8,447,"singapore","Yishun Park Hawker Centre 
51 Yishun Ave 11, #01-40, 768867,"
"w4kv","Rong Yi Ji Roasted 榮意記火炭燒臘 (Bedok North Street 3)","Chinese",4.8,268,"singapore","539 Bedok North Street 3 #01-619, S460539,"
"y51l","Yakiniku Shokudo (Northpoint Drive)","Japanese",4.8,12,"singapore","1/ NORTHPOINT DRIVE #02-130-131,"
"y4ie","Sweet Tooth Desserts (Bukit Batok)","",0.0,0,"singapore","unit number 15-136, Bukit Batok West Ave 9 447A, 651447 Bukit Batok, West, Singapore, Singapore,"
"h5o6","Ayam Penyet Cik Yam (Northpoint City)","Indonesian",4.9,29,"singapore","Northpoint City, Yishun Ave 2 930 # 02-101/102/103 Bagus/canten stall 5, 768019 Yishun, North, Singapore, Singapore,"
"j2am","Mei Heong Yuen Dessert (Northpoint City)","Dessert",5.0,754,"singapore","1 Northpoint Drive #02-171 Northpoint City, South Wing,"
"keu4","Emogi Japanese Cuisine (Northpoint City)","Japanese",4.9,161,"singapore","1 Northpoint Drive, #02-101/102/103, Northpoint City (Cantine) SG768019,"
"s4bz","Seoul Chicken (Sembawang)","Korean",4.9,1353,"singapore","435 Sembawang Road,"
"rd2x","Simon Road Hokkien Mee (Jurong Gateway Road)","Chinese",4.7,74,"singapore","Blk 134 Jurong Gateway Road, #01-309, BK Eating House, Singapore 600134,"
"z3lj","Xing le Xing Hainanese Chicken Rice (810 Choa Chu Kang) - Islandwide","Chicken Rice",0.0,0,"singapore","810 Choa Chu Kang Ave 7 #01-11,"
"zcrq","Cha Yu Fan Hou (Le Quest Mall)","Tea",5.0,471,"singapore","4 Bukit Batok Street 41 #01-77,"
"fh85","Smöoy (Le Quest Mall)","Dessert",4.9,16,"singapore","4 Bukit Batok Street 41 #01-70,"
"flwt","61 Kitchen (61 Teban Gardens Road)","Chinese",5.0,119,"singapore","61 Teban Gardens Road, #02-10, Teban Place, 600061,"
"ki0s","Turkish Kebab Corner (North Point)","Middle Eastern",4.9,283,"singapore","1 North Point Dr, #02-102 South Wing, Singapore 768019,"
"maua","Peng Guan Bak Kwa & Dim Sum (Jurong Gateway Road)","Chinese",0.0,0,"singapore","Blk 132 Jurong Gateway Road #01-273 S600132, S 600132,"
"pm1t","Hotpan Sizzler (Northpoint City)","Western",4.7,90,"singapore","1 Northpoint Drive, #02-101/102/103 Northpoint City, Cantine @ Kopitiam (Stall 10), Singapore 768019,"
"v2uz","Dunkin Donuts (Bedok)","Dessert",5.0,809,"singapore","B2-K7, 311 New Upper Changi Road, Bedok, Chai Chee, East,"
"m3l1","Sweet Social Bakery (Jurong East)","",5.0,10,"singapore","600257,  #08-401, 600257 Jurong East, West, Singapore, Singapore,"
"p7io","World Tea House (Brewtopia) (Yishun)","Bubble Tea",5.0,238,"singapore","Blk 748 Yishun Street 72 #01-222 Singapore 760748,"
"a7fc","Padi Emas Seafood BBQ (214 Jurong East St 21) - Islandwide","Fried Rice",5.0,446,"singapore","214 Jurong East Street 21, #01-441,"
"d6jb","Fu Zhu Japanese Korean Cuisine  (Yishun 81 Coffee Shop)","Chinese",4.7,1037,"singapore","925 Yishun Central 1 #01-249,"
"y1az","The Halal Corner (Bedok)","",5.0,958,"singapore","527 Bedok North Street 3 #01-500 SG460527,"
"oxcy","Tenderbest (132 Jurong Gateway)","Fried Chicken",5.0,457,"singapore","132 Jurong Gateway Rd, #01-132,"
"vbke","WAWAH NASI LEMAK (Rivervale Crescent)","",4.2,10,"singapore","Rivervale Cres 182 #11-313, 540182 Sengkang, North, Singapore, Singapore,"
"x1lu","Subakani Family Streetore (Jurong East Street 21)","Malaysian",5.0,334,"singapore","214 Jurong East Street 21, #01-441,"
"x6fu","Sushi Express (Northpoint City)","Japanese",5.0,1121,"singapore","1 Northpoint Drive, #B1-150, Northpoint City,"
"n645","Mr. Baguette (Bukit Batok)","Asian",0.0,0,"singapore","4 Bukit Batok Street 41, #01-21 , Le Quest Mall, S S65799,"
"x9xn","Mr Teh Tarik Express (Northpoint City)","Indian",5.0,1717,"singapore","930 Yishun Avenue 2 #01-03 Northpoint City North Wing,"
"iasp","Bon Appetit Charr Western (Yishun)","Western",0.0,0,"singapore","760732, 760732 Yishun, North, Singapore, Singapore,"
"ahxy","8°1 Seafood (Yishun) - Islandwide","Seafood",0.0,0,"singapore","747 Yishun Street 72, #01-108 S760747,"
"y7qe","Golden Village Goldbites (Bedok)","Snacks",4.9,98,"singapore","445 Bedok North Street 1, #04-01 Djitsun Mall Bedok,"
"x2ri","Mala Hot Pot (Northpoint City Bagus)","Mala Xiang Guo",4.9,1090,"singapore","1 North Point Drive NorthPoint City South Wing Bagus #02-103 Stall 03,"
"rer1","Georges Waterfront (Hometeamns Bedok Reservoir Clubhouse)","Western",0.0,0,"singapore","900 BEDOK NORTH ROAD, #01-04 HOMETEAMNS BEDOK CLUBHOUSE, SINGAPORE 479994,"
"n4e8","Frezcha Lifestyle (Bukit Batok West Avenue 9)","Beverages",5.0,251,"singapore","449B Bukit Batok West Avenue 9 #17-84, Singapore 652449,"
"nwgz","Ba Buong Banh Mi (Jurong Gateway)","Vietnamese",5.0,277,"singapore","132 Jurong gateway #01-277 SG600132,"
